election_date,anc,name
1990-11-06,3B03,Sandy Panchak
1990-11-06,3B04,Charles M. Seigel
1992-11-03,3B02,David C. Jory
1992-11-03,3B03,Sandy Panchak
1992-11-03,3B04,Charles M. Seigel
1994-11-08,3B02,David C. Jory
1994-11-08,3B03,Elliott Rattley
1994-11-08,3B04,Toni A. Ritzenberg
1996-11-05,3B02,Monica Mizerek
1996-11-05,3B03,Eduardo Burkhart
1996-11-05,3B04,Toni A. Ritzenberg
1998-11-03,3B02,Monica Mizerek
1998-11-03,3B03,Ann Lloyd Breeden
1998-11-03,3B04,Toni A. Ritzenberg
2000-11-07,3B02,Monica Mizerek
2000-11-07,3B03,Ann Lloyd Breeden
2000-11-07,3B04,Toni A. Ritzenberg
2002-11-05,3B02,Jonathan J. Orr
2002-11-05,3B03,Melissa Lane
2002-11-05,3B04,Michael Halpin
2004-11-02,3B02,Charles Howe
2004-11-02,3B03,Melissa Lane
2004-11-02,3B04,No candidate
2006-11-07,3B02,No candidate
2006-11-07,3B03,Melissa Lane
2006-11-07,3B04,Horace Kreitzman
2008-11-04,3B02,Alan Blevins
2008-11-04,3B03,Melissa Lane
2008-11-04,3B04,Howie Kreitzman
2010-11-02,3B02,Jackie Blumenthal
2010-11-02,3B03,Mark Stevens
2010-11-02,3B04,Horace Kreitzman
2012-11-06,3B02,Jackie Blumenthal
2012-11-06,3B03,Charles Cinque Fulwood
2012-11-06,3B04,Mary C. Young
1979-11-06,3B05,No candidate
1979-11-06,3B06,Louis S. Aronica
1979-11-06,3C01,Christopher Klose
1981-11-03,3B05,No candidate
1981-11-03,3B06,Kirk Rankin
1981-11-03,3C01,Lynn Ann Ohman
1984-11-06,3B05,Patricia T. Scolaro
1984-11-06,3B06,Kirk Rankin
1984-11-06,3C01,Brenda G. Kelly
1986-11-04,3B05,Dan Wedderburn
1986-11-04,3B06,Barbara Worth
1986-11-04,3C01,Cheryl A. Opacinch
1988-11-08,3B05,Frederick H. Fleming
1988-11-08,3B06,Dianne Samaya-Barnes
1988-11-08,3C01,Cheryl A. Opacinch
1990-11-06,3B05,Frederick H. Fleming
1990-11-06,3B06,Dianne Samaya-Barnes
1990-11-06,3C01,Cheryl A. Opacinch
1992-11-03,3B05,Joe Corey
1992-11-03,3C01,Cheryl A. Opacinch
1994-11-08,3B05,Joe Corey
1994-11-08,3C01,Cheryl A. Opacinch
1996-11-05,3B05,James C. Lively
1996-11-05,3C01,Cheryl A. Opacinch
1998-11-03,3B05,James C. Lively
1998-11-03,3C01,Cheryl A. Opacinch
2000-11-07,3B05,James C. Lively
2000-11-07,3C01,Cheryl A. Opacinch
2002-11-05,3B05,Christopher J. Lively
2002-11-05,3C01,Allen Hahn
2004-11-02,3B05,Amy Bowman
2004-11-02,3C01,Dia Black
2007-11-06,3B05,Brian A. Cohen
2007-11-06,3C01,Dia Black
2008-11-04,3B05,Brian A. Cohen
2008-11-04,3C01,Lee Brian Reba
2010-11-02,3B05,Brian A. Cohen
2010-11-02,3C01,Lee Brian Reba
2012-11-06,3B05,Brian A. Cohen
2012-11-06,3C01,Lee Brian Reba
1979-11-06,3C02,Ruth Haugen
1979-11-06,3C03,Thomas R. Asher
1979-11-06,3C04,Joe Jeff Goldblatt
1981-11-03,3C02,Ruth Haugen
1981-11-03,3C03,Charles Szoradi
1981-11-03,3C04,No candidate
1984-11-06,3C02,Samuel M. Friedman
1984-11-06,3C03,Lisa Koteen
1984-11-06,3C04,Lynn G. Kamarck
1986-11-04,3C02,Samuel M. Friedman
1986-11-04,3C03,John A. Jenkins
1986-11-04,3C04,Roger Burns
1988-11-08,3C02,Robert P. Sampson
1988-11-08,3C03,John A. Jenkins
1988-11-08,3C04,Roger Burns
1990-11-06,3C02,Robert P. Sampson
1990-11-06,3C03,John A. Jenkins
1990-11-06,3C04,Roger Burns
1992-11-03,3C02,Ian P. Gordon
1992-11-03,3C03,Maureen Blum
1992-11-03,3C04,Roger Burns
1994-11-08,3C02,Ian P. Gordon
1994-11-08,3C03,Maureen Blum
1994-11-08,3C04,Jeanne Ingram
1996-11-05,3C02,Alan Blevins
1996-11-05,3C03,Maureen Blum
1996-11-05,3C04,Jeanne Ingram
1998-11-03,3C02,Alan Blevins
1998-11-03,3C03,Michael V. Molnar
1998-11-03,3C04,No candidate
2000-11-07,3C02,Kurt Vorndran
2000-11-07,3C03,Michele Saranovich
2000-11-07,3C04,Richard C. Bartel
2002-11-05,3C02,Kurt Vorndran
2002-11-05,3C03,Bob Martin
2002-11-05,3C04,Richard C. Bartel
2004-11-02,3C02,Deborah Jane Lindeman
2004-11-02,3C03,Stephanie M. Zobay
2004-11-02,3C04,Avram Fechter
2006-11-07,3C02,Gloria E. Day
2006-11-07,3C03,Stephanie M. Zobay
2006-11-07,3C04,Avram Fechter
2008-11-04,3C02,William W. Kummings
2008-11-04,3C03,Anne-Marie Bairstow
2008-11-04,3C04,Josh Hart
2010-11-02,3C02,William W. Kummings
2010-11-02,3C03,Anne-Marie Bairstow
2010-11-02,3C04,Roger Burns
2012-11-06,3C02,Gwendolyn Bole
2012-11-06,3C03,Jeffrey Kaliel
2012-11-06,3C04,Richard Steacy
1979-11-06,3C05,Phil Mendelson
1979-11-06,3C06,Kaj A. Strand
1979-11-06,3C07,Gary J. Kopff
1981-11-03,3C05,No candidate
1981-11-03,3C06,Kaj A. Strand
1981-11-03,3C07,No candidate
1984-11-06,3C05,Peggy Robin
1984-11-06,3C06,Phil Mendelson
1984-11-06,3C07,Patricia Wamsley
1986-11-04,3C05,Peggy Robin
1986-11-04,3C06,Phil Mendelson
1986-11-04,3C07,Patricia Wamsley
1988-11-08,3C05,Laurie Handlers
1988-11-08,3C06,Phil Mendelson
1988-11-08,3C07,Patricia Wamsley
1990-11-06,3C05,Laurie Handlers
1990-11-06,3C06,Phil Mendelson
1990-11-06,3C07,Patricia Wamsley
1992-11-03,3C05,Emilie Strand
1992-11-03,3C06,Phil Mendelson
1992-11-03,3C07,Patricia Wamsley
1994-11-08,3C05,Emilie Strand
1994-11-08,3C06,Phil Mendelson
1994-11-08,3C07,Patricia Wamsley
1996-11-05,3C05,No candidate
1996-11-05,3C06,Phil Mendelson
1996-11-05,3C07,Gail Daubert
1998-11-03,3C05,Ann Hume Loikow
1998-11-03,3C06,Jim Evans
1998-11-03,3C07,Lyle Blanchard
2000-11-07,3C05,John M. Welsh
2000-11-07,3C06,Cliff Rohde
2000-11-07,3C07,Lars Hydle
2002-11-05,3C05,John M. Welsh
2002-11-05,3C06,Trudy Reeves
2002-11-05,3C07,Sheila Hogan
2004-11-02,3C05,R. Bruce Beckner
2004-11-02,3C06,Trudy Reeves
2004-11-02,3C07,Sheila Hogan
2007-11-06,3C05,R. Bruce Beckner
2007-11-06,3C06,Trudy Reeves
2007-11-06,3C07,Richard Rothblum
2008-11-04,3C05,Leila J. Afzal
2008-11-04,3C06,Trudy Reeves
2008-11-04,3C07,Richard Stone Rothblum
2010-11-02,3C05,Leila J. Afzal
2010-11-02,3C06,Trudy Reeves
2010-11-02,3C07,Victor Silveira
2012-11-06,3C05,Margaret A. Siegel
2012-11-06,3C06,Carl Roller
2012-11-06,3C07,Victor Silveira
1979-11-06,3C08,No candidate
1979-11-06,3C09,No candidate
1979-11-06,3C10,Joseph Rugo
1981-11-03,3C08,No candidate
1981-11-03,3C09,Patricia Warsley
1981-11-03,3C10,Lora Price
1984-11-06,3C08,David Grinnell
1984-11-06,3C09,Jane L. Gilbert
1986-11-04,3C08,David Grinnell
1986-11-04,3C09,Peter Espenschied
1988-11-08,3C08,Rosalyn P. Doggett
1988-11-08,3C09,Peter Espenschied
1990-11-06,3C08,Rosalyn P. Doggett
1990-11-06,3C09,Peter Espenschied
1992-11-03,3C08,Rosalyn P. Doggett
1992-11-03,3C09,Lois Dubray Noroozi
1994-11-08,3C08,Rosalyn P. Doggett
1994-11-08,3C09,Jeremy Bates
1996-11-05,3C08,Rosalyn P. Doggett
1996-11-05,3C09,Jeremy Bates
1998-11-03,3C08,Rosalyn P. Doggett
1998-11-03,3C09,Ruthanne G. Miller
2000-11-07,3C08,Rosalyn P. Doggett
2000-11-07,3C09,Nancy MacWood
2002-11-05,3C08,Nancy Nord
2002-11-05,3C09,Nancy MacWood
2004-11-02,3C08,Nancy Nord
2004-11-02,3C09,Nancy MacWood
2007-11-06,3C08,Catherine May
2007-11-06,3C09,Nancy J. MacWood
2008-11-04,3C08,Catherine May
2008-11-04,3C09,Nancy J. MacWood
2010-11-02,3C08,Catherine May
2010-11-02,3C09,Nancy J. MacWood
2012-11-06,3C08,Catherine May
2012-11-06,3C09,Nancy J. MacWood
1979-11-06,3D01,Muriel C. Pearl
1979-11-06,3D02,No candidate
1979-11-06,3D03,Lois L. De Vecchio
1981-11-03,3D01,No candidate
1981-11-03,3D02,Andrew J. Sherman
1981-11-03,3D03,No candidate
1984-11-06,3D01,Diane D. Wayman
1984-11-06,3D02,No candidate
1984-11-06,3D03,Lois L. De Vecchio
1986-11-04,3D01,Jane E. Leonard
1986-11-04,3D02,D. Hunter
1986-11-04,3D03,Ann F. Heuer
1988-11-08,3D01,Jane E. Leonard
1988-11-08,3D02,Andrew J. Mound
1988-11-08,3D03,Ann F. Heuer
1990-11-06,3D01,Marion S. Guggenheim
1990-11-06,3D02,Joshua J. Gessler
1990-11-06,3D03,Ann F. Heuer
1992-11-03,3D01,Marion S. Guggenheim
1992-11-03,3D02,Jeffrey Krashin
1992-11-03,3D03,Ann F. Heuer
1994-11-08,3D01,Marion S. Guggenheim
1994-11-08,3D02,Jeffrey Krashin
1994-11-08,3D03,Tanya K. Hamilton
1996-11-05,3D01,Daniel Rosenberg
1996-11-05,3D02,"Nicholas I. Paul, II"
1996-11-05,3D03,Tanya K. Hamilton
1998-11-03,3D01,Daniel Rosenberg
1998-11-03,3D02,"Dennis I. Paul, Jr."
1998-11-03,3D03,Tanya K. Hamilton
2000-11-07,3D01,Stephen Griswold
2000-11-07,3D02,Fletcher M. Jewett
2000-11-07,3D03,Tanya K. Hamilton
2002-11-05,3D01,Hugh G. Mullane
2002-11-05,3D02,Sarah Stowell Shapley
2002-11-05,3D03,Tanya K. Hamilton
2004-11-02,3D01,Hugh G. Mullane
2004-11-02,3D02,Sarah Stowell Shapley
2004-11-02,3D03,No candidate
2006-11-07,3D01,Elizabeth Sandza
2006-11-07,3D02,Tom Smith
2006-11-07,3D03,Nan S. Wells
2008-11-04,3D01,Elizabeth Sandza
2008-11-04,3D02,Tom Smith
2008-11-04,3D03,Nan S. Wells
2010-11-02,3D01,Kent Slowinski
2010-11-02,3D02,Tom Smith
2010-11-02,3D03,Nan S. Wells
2012-11-06,3D01,Kent Slowinski
2012-11-06,3D02,Tom Smith
2012-11-06,3D03,Nan S. Wells
1979-11-06,3D04,No candidate
1979-11-06,3D05,Joel H. Garner
1979-11-06,3D06,Nancy L. Feldman
1981-11-03,3D04,No candidate
1981-11-03,3D05,Joel H. Garner
1981-11-03,3D06,Nancy L. Feldman
1984-11-06,3D04,Jos. Dinsmore Murphy
1984-11-06,3D05,Robert Archer
1984-11-06,3D06,Nancy L. Feldman
1986-11-04,3D04,Jos Dinsmore Murphy
1986-11-04,3D05,Robert Archer
1986-11-04,3D06,Sheila Hafter Gray
1988-11-08,3D04,Jos. Dinsmore Murphy
1988-11-08,3D05,Robert Archer
1988-11-08,3D06,Joyce U. Waid
1990-11-06,3D04,Jos. Dinsmore Murphy
1990-11-06,3D05,Daniel Carroll Cross
1990-11-06,3D06,Joyce U. Waid
1992-11-03,3D04,Joseph D. Murphy
1992-11-03,3D05,Eleanor Roberts Lewis
1992-11-03,3D06,James W. Singer
1994-11-08,3D04,Joseph D. Murphy
1994-11-08,3D05,Eleanor Roberts Lewis
1994-11-08,3D06,Ann F. Heuer
1996-11-05,3D04,Joseph D. Murphy
1996-11-05,3D05,Eleanor Roberts Lewis
1996-11-05,3D06,Ann F. Heuer
1998-11-03,3D04,Patrick G. Shaughness
1998-11-03,3D05,Eleanor Roberts Lewis
1998-11-03,3D06,Ann F. Heuer
2000-11-07,3D04,John Finney
2000-11-07,3D05,Eleanor Roberts Lewis
2000-11-07,3D06,Ann F. Heuer
2002-11-05,3D04,John Finney
2002-11-05,3D05,Alma Hardy Gates
2002-11-05,3D06,Ann F. Heuer
2004-11-02,3D04,Rachel Thompson
2004-11-02,3D05,Alma Hardy Gates
2004-11-02,3D06,Ann F. Heuer
2006-11-07,3D04,Rachel W. Thompson
2006-11-07,3D05,Alma Hardy Gates
2006-11-07,3D06,Ann F. Heuer
2008-11-04,3D04,Stu Ross
2008-11-04,3D05,Thomas L. Ditonto
2008-11-04,3D06,Ann F. Heuer
2010-11-02,3D04,Stu Ross
2010-11-02,3D05,William P. Thomas
2010-11-02,3D06,Ann F. Heuer
2012-11-06,3D04,Stu Ross
2012-11-06,3D05,W. Philip Thomas
2012-11-06,3D06,"Priscilla ""Penny"" Pagano"
1979-11-06,3D07,Barbara G. Fani
1981-11-03,3D07,No candidate
1992-11-03,3D07,Melanie Mize
1994-11-08,3D07,No candidate
1996-11-05,3D07,Tyeisha Schoolfield
1998-11-03,3D07,Benjamin Saft
2000-11-07,3D07,Michael Hurst
2000-11-07,3D08,No candidate
2000-11-07,3D09,No candidate
2002-11-05,3D07,No candidate
2002-11-05,3D08,No candidate
2002-11-05,3D09,Scott Polk
2004-11-02,3D07,No candidate
2004-11-02,3D08,Richard Hamilton
2004-11-02,3D09,Ann Haas
2006-11-07,3D07,No candidate
2006-11-07,3D08,No candidate
2006-11-07,3D09,Ann Haas
2008-11-04,3D07,No candidate
2008-11-04,3D08,Lee P. Minichiello
2008-11-04,3D09,Ann Haas
2010-11-02,3D07,Deon Jones
2010-11-02,3D08,Lee P. Minichiello
2010-11-02,3D09,Ann Haas
2012-11-06,3D07,Rory Slatko
2012-11-06,3D08,Michael Gold
2012-11-06,3D09,Gayle Trotter
2012-11-06,3D10,Joe Wisniewski
1979-11-06,3E01,Jack H. Mower
1979-11-06,3E02,No candidate
1979-11-06,3E03,Lorraine Middleton
1981-11-03,3E01,Diane B. Sheahan
1981-11-03,3E02,George W. Porter
1981-11-03,3E03,Arthur H. Purcell
1984-11-06,3E01,No candidate
1984-11-06,3E02,Erling Hansen
1984-11-06,3E03,Michael R. Dunnan
1986-11-04,3E01,No candidate
1986-11-04,3E02,Stephen J. Raiche
1986-11-04,3E03,No candidate
1988-11-08,3E01,Diane B. Sheahan
1988-11-08,3E02,Stephen J. Raiche
1988-11-08,3E03,James H. Curtin
1990-11-06,3E01,Diane B. Sheahan
1990-11-06,3E02,Stephen J. Raiche
1990-11-06,3E03,James H. Curtin
1992-11-03,3E01,Beth Kravetz
1992-11-03,3E02,Stephen J. Raiche
1992-11-03,3E03,Mary E. Evans
1994-11-08,3E01,Beth Kravetz
1994-11-08,3E02,Matthew J. Schlesinger
1994-11-08,3E03,Michael Wolf
1996-11-05,3E01,Beth Kravetz
1996-11-05,3E02,Rebecca N. Dobbins
1996-11-05,3E03,Peter Yeo
1998-11-03,3E01,Steve Posniak
1998-11-03,3E02,Chris McNamara
1998-11-03,3E03,Peter Yeo
2000-11-07,3E01,Leslie Kraftt Guynn
2000-11-07,3E02,Chris McNamara
2000-11-07,3E03,Thomas A. DiBiase
2002-11-05,3E01,Amy L. Bauer
2002-11-05,3E02,Amy Hoang
2002-11-05,3E03,Thomas A. DiBiase
2004-11-02,3E01,Amy L. McVey
2004-11-02,3E02,Amy Hoang Wrona
2004-11-02,3E03,Chapman Todd
2006-11-07,3E01,Amy L. Mcvey
2006-11-07,3E02,Talia Primor
2006-11-07,3E03,Carolyn M. Sherman
2008-11-04,3E01,Beverly Sklover
2008-11-04,3E02,Matthew Frumin
2008-11-04,3E03,Jonathan Bender
2010-11-02,3E01,Beverly Sklover
2010-11-02,3E02,Matthew Frumin
2010-11-02,3E03,Jonathan Bender
2012-11-06,3E01,Elizabeth S. Haile
2012-11-06,3E02,Matthew Frumin
2012-11-06,3E03,Jonathan Bender
1979-11-06,3E04,Virginia Sager Spevak
1979-11-06,3E05,No candidate
1979-11-06,3F01,Mary M. Fitzgerald
1981-11-03,3E04,Steve Posniak
1981-11-03,3E05,Doris T. Mosley
1981-11-03,3F01,No candidate
1984-11-06,3E04,Steve Posniak
1984-11-06,3E05,John J. Ruane
1984-11-06,3F01,Joseph Keegan
1986-11-04,3E04,Richard Lehfeldt
1986-11-04,3E05,Paul Strauss
1986-11-04,3F01,Kendall Valentine
1988-11-08,3E04,David E. Yudin
1988-11-08,3E05,Paul Strauss
1988-11-08,3F01,"Stephen P. Belcher, Jr."
1990-11-06,3E04,Mary Grumbine
1990-11-06,3E05,Paul Strauss
1990-11-06,3F01,"Stephen P. Belcher, Jr."
1992-11-03,3E04,Marian Fox
1992-11-03,3E05,Paul Strauss
1992-11-03,3F01,Marlene Berlin
1994-11-08,3E04,Marian Fox
1994-11-08,3E05,Paul Strauss
1994-11-08,3F01,Chuck Lapine
1996-11-05,3E04,Jill Diskan
1996-11-05,3E05,Andre M. Sole
1996-11-05,3F01,Sue Schumacher
1998-11-03,3E04,Jill Diskan
1998-11-03,3E05,Charles Mayo
1998-11-03,3F01,Phil Kogan
2000-11-07,3E04,Jill Diskan
2000-11-07,3E05,Frank Gordon
2000-11-07,3F01,Phil Kogan
2002-11-05,3E04,Lucy Eldridge
2002-11-05,3E05,Matthew Helfant
2002-11-05,3F01,Carl R. Kessler
2004-11-02,3E04,Lucy Eldridge
2004-11-02,3E05,Anne Sullivan
2004-11-02,3F01,Carl R. Kessler
2006-11-07,3E04,Lucy Eldridge
2006-11-07,3E05,Anne C. Sullivan
2006-11-07,3F01,Susan Banta
2008-11-04,3E04,Lucy Eldridge
2008-11-04,3E05,Sam Serebin
2008-11-04,3F01,Susan M. Banta
2010-11-02,3E04,Tom Quinn
2010-11-02,3E05,Sam J. Serebin
2010-11-02,3F01,Adam Tope
2012-11-06,3E04,Tom Quinn
2012-11-06,3E05,Sam J. Serebin
2012-11-06,3F01,Adam Scott Tope
1979-11-06,3F02,"Stephen P. Belcher, Jr."
1979-11-06,3F03,Marilyn L. Myerson
1979-11-06,3F04,Frank A. Higgins
1981-11-03,3F02,Shari Kharasch
1981-11-03,3F03,No candidate
1981-11-03,3F04,No candidate
1984-11-06,3F02,Valerie Costelloe
1984-11-06,3F03,Frank Hammill
1984-11-06,3F04,Gloria R. Corn
1986-11-04,3F02,Valerie Costelloe
1986-11-04,3F03,Frank Hammill
1986-11-04,3F04,Edna Lingreen
1988-11-08,3F02,Sara Jane Jamison
1988-11-08,3F03,Frank Hammill
1988-11-08,3F04,Cynthia E. Harrison
1990-11-06,3F02,"James A. Larson, Jr."
1990-11-06,3F03,Joe Moran
1990-11-06,3F04,Brian E. Hand
1992-11-03,3F02,Paul Edward Kay
1992-11-03,3F03,Marjorie B. Rachlin
1992-11-03,3F04,Leslie Black Cordes
1994-11-08,3F02,Karen Lee Perry
1994-11-08,3F03,Frank Van Der Kemp
1994-11-08,3F04,Sally W. Gresham
1996-11-05,3F02,Karen Lee Perry
1996-11-05,3F03,No candidate
1996-11-05,3F04,Marjorie Collins
1998-11-03,3F02,Karen Lee Perry
1998-11-03,3F03,Robert V. Maudlin
1998-11-03,3F04,David J. Bardin
2000-11-07,3F02,Karen Lee Perry
2000-11-07,3F03,Robert V. Maudlin
2000-11-07,3F04,David J. Bardin
2002-11-05,3F02,Karen Lee Perry
2002-11-05,3F03,Robert V. Maudlin
2002-11-05,3F04,David J. Bardin
2004-11-02,3F02,Karen Lee Perry
2004-11-02,3F03,Robert V. Maudlin
2004-11-02,3F04,Frank T. Winstead
2006-11-07,3F02,Karen Lee Perry
2006-11-07,3F03,Jane Solomon
2006-11-07,3F04,Frank T. Winstead
2008-11-04,3F02,Karen Lee Perry
2008-11-04,3F03,Jane S. Mansour
2008-11-04,3F04,Tom Whitley
2010-11-02,3F02,Karen Lee Perry
2010-11-02,3F03,Karen Beiley
2010-11-02,3F04,Tom Whitley
2012-11-06,3F02,Karen Lee Perry
2012-11-06,3F03,Mary Beth Ray
2012-11-06,3F04,Sally W. Gresham
1979-11-06,3F05,No candidate
1979-11-06,3F06,Barbara B. Luchs
1979-11-06,3F07,No candidate
1981-11-03,3F05,Gloria R. Corn
1981-11-03,3F06,Barbara B. Luchs
1981-11-03,3F07,Robert A. Cline
1984-11-06,3F05,Gerald Gretman
1984-11-06,3F06,Christine Viezens
1986-11-04,3F05,Stanley J. Steinman
1986-11-04,3F06,Christine Viezens
1988-11-08,3F05,Mark Wesley Hart
1988-11-08,3F06,Eden V. Fodor
1990-11-06,3F05,Donald E. Polk
1990-11-06,3F06,Charles R. Braun
1992-11-03,3F05,Douglass Mitchell
1992-11-03,3F06,Charles R. Braun
1992-11-03,3F07,Steve Malcom
1994-11-08,3F05,Douglass Mitchell
1994-11-08,3F06,Scott H. Strauss
1994-11-08,3F07,Steve Malcom
1996-11-05,3F05,Martha Saccocio
1996-11-05,3F06,Scott H. Strauss
1996-11-05,3F07,Stephen R. Malcom
1998-11-03,3F05,Douglass Mitchell
1998-11-03,3F06,Robert L. Spencer
1998-11-03,3F07,Duane Fitzgerald
2000-11-07,3F05,Douglass Mitchell
2000-11-07,3F06,Cathy Wiss
2000-11-07,3F07,Lyn Oglesby
2002-11-05,3F05,Judith M. Bernardi
2002-11-05,3F06,Cathy Wiss
2002-11-05,3F07,Stephen N. Dennis
2004-11-02,3F05,Mital M. Gandhi
2004-11-02,3F06,Cathy Wiss
2004-11-02,3F07,Daniel Klibanoff
2006-11-07,3F05,Mital M. Gandhi
2006-11-07,3F06,Cathy Wiss
2006-11-07,3F07,Daniel L. Klibanoff
2008-11-04,3F05,Mital M. Gandhi
2008-11-04,3F06,Cathy Wiss
2008-11-04,3F07,Daniel L. Klibanoff
2010-11-02,3F05,Roman Jankowski
2010-11-02,3F06,Cathy Wiss
2010-11-02,3F07,Bob Summersgill
2012-11-06,3F05,Manolis R. Priniotakis
2012-11-06,3F06,David Solorzano Lowell
2012-11-06,3F07,Bob Summersgill
1979-11-06,3F08,No candidate
1979-11-06,3G01,No candidate
1979-11-06,3G02,Allen E. Beach
1981-11-03,3F08,Mark A. Heller
1981-11-03,3G01,Heleny Cook
1981-11-03,3G02,Allen E. Beach
1984-11-06,3G01,Heleny Cook
1984-11-06,3G02,Ed Rich
1986-11-04,3G01,Vance Hyndman
1986-11-04,3G02,No candidate
1988-11-08,3G01,"Byron J. Grayson, Sr."
1988-11-08,3G02,Lelia Z. Moore
1990-11-06,3G01,"Byron J. Grayson, Sr."
1990-11-06,3G02,Robert A. Diamond
1992-11-03,3G01,Joe McGuire
1992-11-03,3G02,Robert A. Diamond
1994-11-08,3G01,Steve Kearney
1994-11-08,3G02,Francis S. (Frank) Carr
1996-11-05,3G01,Joseph L. Bishop
1996-11-05,3G02,Francis S. (Frank) Carr
1998-11-03,3G01,Joseph L. Bishop
1998-11-03,3G02,Frank D. Buchholz
2000-11-07,3G01,Joseph L. Bishop
2000-11-07,3G02,Frank D. Buchholz
2002-11-05,3G01,Deborah L. Redmond
2002-11-05,3G02,Frank D. Buchholz
2004-11-02,3G01,Deborah L. Redmond
2004-11-02,3G02,Frank D. Buchholz
2006-11-07,3G01,Carol Seitz
2006-11-07,3G02,Gary Thompson
2008-11-04,3G01,Carolyn A. Cook
2008-11-04,3G02,Gary Thompson
2010-11-02,3G01,Carolyn A. Cook
2010-11-02,3G02,Gary Thompson
2012-11-06,3G01,"Carolyn ""Callie"" Cook"
2012-11-06,3G02,Gary Thompson
1979-11-06,3G03,Gail R. Carlson
1979-11-06,3G04,Janet Walton Gisleson
1979-11-06,3G05,No candidate
1981-11-03,3G03,Lee Schoenecker
1981-11-03,3G04,Martha E. Williams
1981-11-03,3G05,Louise I. Shelley
1984-11-06,3G03,Lee Schoenecker
1984-11-06,3G04,Allen E. Beach
1984-11-06,3G05,Robert A. Ramos
1986-11-04,3G03,Lee Schoenecker
1986-11-04,3G04,Allen E. Beach
1986-11-04,3G05,Mary Rowse
1988-11-08,3G03,Lee Schoenecker
1988-11-08,3G04,Allen E. Beach
1988-11-08,3G05,Mary Rowse
1990-11-06,3G03,Anne M. Renshaw
1990-11-06,3G04,Allen E. Beach
1990-11-06,3G05,Marty Wrin
1992-11-03,3G03,Anne M. Renshaw
1992-11-03,3G04,Allen E. Beach
1992-11-03,3G05,Marty Wrin
1994-11-08,3G03,Anne M. Renshaw
1994-11-08,3G04,Allen E. Beach
1994-11-08,3G05,Elizabeth B. O'Hara
1996-11-05,3G03,Anne M. Renshaw
1996-11-05,3G04,Allen E. Beach
1996-11-05,3G05,Robert Myers
1998-11-03,3G03,Anne M. Renshaw
1998-11-03,3G04,Allen E. Beach
1998-11-03,3G05,Robert Myers
2000-11-07,3G03,Anne M. Renshaw
2000-11-07,3G04,Allen E. Beach
2000-11-07,3G05,Lesley T. Kowalski
2002-11-05,3G03,Anne M. Renshaw
2002-11-05,3G04,Allen E. Beach
2002-11-05,3G05,Jerry Levine
2004-11-02,3G03,Samantha Nolan
2004-11-02,3G04,Allen E. Beach
2004-11-02,3G05,Jerry Levine
2006-11-07,3G03,Samantha Nolan
2006-11-07,3G04,Allen E. Beach
2006-11-07,3G05,Jerry Levine
2008-11-04,3G03,Samantha Nolan
2008-11-04,3G04,Allen E. Beach
2008-11-04,3G05,David Engel
2010-11-02,3G03,Margaret Sewell
2010-11-02,3G04,Allen E. Beach
2010-11-02,3G05,David Engel
2012-11-06,3G03,Randy Speck
2012-11-06,3G04,Allen E. Beach
2012-11-06,3G05,David Engel
1979-11-06,3G06,Donald K. Dankner
1979-11-06,3G07,Clinton B.D. Brown
1979-11-06,3G08,No candidate
1981-11-03,3G06,Paul L. Irvin
1981-11-03,3G07,John A. Jenkins
1981-11-03,3G08,Harry Feehan
1984-11-06,3G06,James C. L. Brown
1984-11-06,3G07,Jeffrey Norman
1986-11-04,3G06,Richard (Dick) Roth
1986-11-04,3G07,Jeffrey Norman
1988-11-08,3G06,Richard (Dick) Roth
1988-11-08,3G07,Jeffrey Norman
1990-11-06,3G06,Jeffrey Norman
1990-11-06,3G07,Marilyn J. Holmes
1992-11-03,3G06,Jeffrey Norman
1992-11-03,3G07,Marilyn J. Holmes
1994-11-08,3G06,Jeffrey Norman
1994-11-08,3G07,Marilyn J. Holmes
1996-11-05,3G06,Jeffrey Norman
1996-11-05,3G07,Marilyn J. Holmes
1998-11-03,3G06,Jeffrey Norman
1998-11-03,3G07,Marilyn J. Holmes
2000-11-07,3G06,Robert Gordon
2000-11-07,3G07,Marilyn Holmes
2002-11-05,3G06,Robert Gordon
2002-11-05,3G07,Christopher Fromboluti
2004-11-02,3G06,Robert Gordon
2004-11-02,3G07,Christopher Fromboluti
2006-11-07,3G06,Jim McCarthy
2006-11-07,3G07,Cris Fromboluti
2008-11-04,3G06,Jim McCarthy
2008-11-04,3G07,Henry Griffin
2010-11-02,3G06,Jim McCarthy
2010-11-02,3G07,Henry Griffin
2012-11-06,3G06,Jim McCarthy
2012-11-06,3G07,Henry Griffin
1979-11-06,4A01,No candidate
1979-11-06,4A02,Margot C. Wahl
1979-11-06,4A03,Weldon D. Walker
1981-11-03,4A01,No candidate
1981-11-03,4A02,Margot C. Wahl
1981-11-03,4A03,Weldon D. Walker
1984-11-06,4A01,Edith Barksdale Sloan
1984-11-06,4A02,Steven Hart Nero
1984-11-06,4A03,James Walker
1986-11-04,4A01,E. Ned Sloan
1986-11-04,4A02,Steven Roberson Nero
1986-11-04,4A03,Juanita G. Harris
1988-11-08,4A01,E. Ned Sloan
1988-11-08,4A02,Tony Towns
1988-11-08,4A03,Juanita G. Harris
1990-11-06,4A01,Rudy G. Jackson
1990-11-06,4A02,Ronald S. Flowers
