election_date,anc,name
1981-11-03,6A07,T. Jay Reynolds
1984-11-06,6A05,Bethann Thomas
1984-11-06,6A06,Ernest Postell
1984-11-06,6A07,Ruth E. Flythe
1986-11-04,6A05,No candidate
1986-11-04,6A06,Ernest Postell
1986-11-04,6A07,Ruth E. Flythe
1988-11-08,6A05,Craig K. Lisk
1988-11-08,6A06,Ernest Postell
1988-11-08,6A07,Ruth E. Flythe
1990-11-06,6A05,Craig K. Lisk
1990-11-06,6A06,Ernest Postell
1990-11-06,6A07,Barbara M. Murphy
1992-11-03,6A05,Josiah Beeman
1992-11-03,6A06,Virginia W. Gaddis
1992-11-03,6A07,Michelle Jackson
1994-11-08,6A05,Hans Moennig
1994-11-08,6A06,Virginia W. Gaddis
1994-11-08,6A07,Diana E. Offen
1996-11-05,6A05,Hans Moennig
1996-11-05,6A06,"Thomas W. Felder, II"
1996-11-05,6A07,No candidate
1998-11-03,6A05,Janet Louise Schmidt
1998-11-03,6A06,Angela W. Cox
1998-11-03,6A07,"Marvin F. Fields, Jr."
2000-11-07,6A05,Janet Quigley
2000-11-07,6A06,Marina Martin
2000-11-07,6A07,"Marvin F. Fields, Jr."
2002-11-05,6A05,Michael f. Musante
2002-11-05,6A06,Jessica Ward
2002-11-05,6A07,Gladys A. Mack
2004-11-02,6A05,Mary Beatty
2004-11-02,6A06,Marc Borbely
2004-11-02,6A07,Gladys A. Mack
2006-11-07,6A05,Mary Beatty
2006-11-07,6A06,William Schultheiss
2006-11-07,6A07,Gladys Ann Mack
2008-11-04,6A05,Mary Beatty
2008-11-04,6A06,William Schultheiss
2008-11-04,6A07,Gladys Ann Mack
2010-11-02,6A05,Sharee Lawler
2010-11-02,6A06,Andrew J. Hysell
2010-11-02,6A07,Gladys Ann Mack
2012-11-06,6A05,Jay Williams
2012-11-06,6A06,Andrew J Hysell
2012-11-06,6A07,Sondra Phillips-Gilbert
1979-11-06,6A08,No candidate
1979-11-06,6A09,No candidate
1979-11-06,6A10,George E. Gurley
1981-11-03,6A08,No candidate
1981-11-03,6A09,Doris L. Brooks
1981-11-03,6A10,Raymond E. Mercer
1984-11-06,6A08,No candidate
1984-11-06,6A09,Daniel Butler
1984-11-06,6A10,Doris L. Brooks
1986-11-04,6A08,Larry Cunningham
1986-11-04,6A09,Daniel Butler
1986-11-04,6A10,Doris L. Brooks
1988-11-08,6A08,Rosalie S. Johnson
1988-11-08,6A09,David E. Jones
1988-11-08,6A10,George A. Salah
1990-11-06,6A08,Rosalie S. Johnson
1990-11-06,6A09,Diana E. Offen
1990-11-06,6A10,Al Horowitz
1992-11-03,6A08,William Rice
1992-11-03,6A09,Rosalie S. Johnson
1992-11-03,6A10,Barbara M. Murphy
1994-11-08,6A08,Marshall Williams
1994-11-08,6A09,Rosalie S. Johnson
1994-11-08,6A10,"DeLeon L.C. Ware, III"
1996-11-05,6A08,Marshall Williams
1996-11-05,6A09,Rosalie S. Johnson
1996-11-05,6A10,"DeLeon L.C. Ware, III"
1998-11-03,6A08,Philip B. Edwards
1998-11-03,6A09,Wanda Stevens-Harris
1998-11-03,6A10,"H. J. Amons, Sr."
2000-11-07,6A08,Philip B. Edwards
2000-11-07,6A09,Wanda Stevens-Harris
2000-11-07,6A10,Lamar P. McIntyre
2002-11-05,6A08,Colleen Harris
2004-11-02,6A08,Mfon S. Ibangha
2006-11-07,6A08,Stephaine Nixon
2008-11-04,6A08,No candidate
2010-11-02,6A08,Lia Veenendaal-Selck
2012-11-06,6A08,Calvin Ward
1979-11-06,6A11,No candidate
1979-11-06,6A12,"Caesar I. Marshall, Jr."
1979-11-06,6A13,Adam E. Maier
1981-11-03,6A11,No candidate
1981-11-03,6A12,No candidate
1981-11-03,6A13,Dan Butler
1984-11-06,6A11,Virginia W. Gaddis
1984-11-06,6A12,Pearl Greene
1984-11-06,6A13,Jay Langford
1986-11-04,6A11,Virginia W. Gaddis
1986-11-04,6A12,No candidate
1986-11-04,6A13,Maureen Kennedy-Ormond
1988-11-08,6A11,Virginia W. Gaddis
1988-11-08,6A12,Dick Brown
1988-11-08,6A13,John Scott Price
1990-11-06,6A11,Virginia W. Gaddis
1990-11-06,6A12,Carolyn P. Serfass
1990-11-06,6A13,John Scott Price
1992-11-03,6A11,Larry Broun
1992-11-03,6A12,"Daniel T. Smith, Sr."
1992-11-03,6A13,Mary E. Jackson
1994-11-08,6A11,Sharon R. Jackson
1994-11-08,6A12,Gregory J. Ferrell
1994-11-08,6A13,Mary Jackson Abdelghany
1996-11-05,6A11,No candidate
1996-11-05,6A12,Gregory J. Ferrell
1996-11-05,6A13,Mary Jackson Abdelghany
1998-11-03,6A11,Doris Wallace
1998-11-03,6A12,Gregory J. Ferrell
1998-11-03,6A13,Darryl L. Walker
2000-11-07,6A11,Ronald T.T. Nelson
2000-11-07,6A12,Gregory J. Ferrell
2000-11-07,6A13,Ivette Basterrechea
1979-11-06,6A14,No candidate
1979-11-06,6A15,No candidate
1979-11-06,6A16,No candidate
1981-11-03,6A14,No candidate
1981-11-03,6A15,No candidate
1981-11-03,6A16,No candidate
1984-11-06,6A14,Marjorie Higgins
1986-11-04,6A14,Marjorie Higgins
1988-11-08,6A14,Robert E. Donaldson
1990-11-06,6A14,Robert E. Donaldson
1992-11-03,6A14,Herbert Harris
1994-11-08,6A14,Veronica E. Raglin
1996-11-05,6A14,Veronica E. Raglin
1998-11-03,6A14,Melissa C. Johnson
2000-11-07,6A14,No candidate
1979-11-06,6A17,No candidate
1979-11-06,6A18,No candidate
1979-11-06,6B01,Robert Donaldson
1981-11-03,6A17,No candidate
1981-11-03,6A18,Pearl Greene
1981-11-03,6B01,Robert Donaldson
1984-11-06,6B01,Donald Dinan
1986-11-04,6B01,Marilyn McMillen
1988-11-08,6B01,Jane E. Atlenhofen
1990-11-06,6B01,Donna Scheeder
1992-11-03,6B01,Peter J. Waldron
1994-11-08,6B01,Peter J. Waldron
1996-11-05,6B01,Peter J. Waldron
1998-11-03,6B01,Peter J. Waldron
2000-11-07,6B01,David P. Sheldon
2002-11-05,6B01,David P. Sheldon
2004-11-02,6B01,David P. Sheldon
2006-11-07,6B01,David Garrison
2008-11-04,6B01,David Garrison
2010-11-02,6B01,David Garrison
2012-11-06,6B01,Dave Garrison
1979-11-06,6B02,No candidate
1979-11-06,6B03,No candidate
1979-11-06,6B04,No candidate
1981-11-03,6B02,Donald Dinan
1981-11-03,6B03,Roland W. Dority
1981-11-03,6B04,Sharon Nelson Abramson
1984-11-06,6B02,Karen Walker
1984-11-06,6B03,Harriett Washington
1984-11-06,6B04,No candidate
1986-11-04,6B02,Karen Walker
1986-11-04,6B03,No candidate
1986-11-04,6B04,James Platt
1988-11-08,6B02,Karen Walker
1988-11-08,6B03,Dion Johnson
1988-11-08,6B04,James Platt
1990-11-06,6B02,Karen Walker
1990-11-06,6B03,Dion Johnson
1990-11-06,6B04,James Platt
1992-11-03,6B02,James Jennings
1992-11-03,6B03,Michael S. Erlandson
1992-11-03,6B04,"James C. Simpson, III"
1994-11-08,6B02,Sheila L. Stamps
1994-11-08,6B03,Wayne T. Curtin
1994-11-08,6B04,Thomas Wells
1996-11-05,6B02,Juanita Smallwood
1996-11-05,6B03,Mary Farrell
1996-11-05,6B04,Thomas Wells
1998-11-03,6B02,Joan Buie
1998-11-03,6B03,L. Leonard Hacker
1998-11-03,6B04,Thomas Wells
2000-11-07,6B02,Robert Siegel
2000-11-07,6B03,Mary Wright
2000-11-07,6B04,Julie S. Olson
2002-11-05,6B02,Mary Wright
2002-11-05,6B03,Julie S. Olson
2002-11-05,6B04,Scott M. Cernich
2004-11-02,6B02,Mary Wright
2004-11-02,6B03,Julie S. Olson
2004-11-02,6B04,Scott M. Cernich
2006-11-07,6B02,Mary Wright
2006-11-07,6B03,Julie S. Olson
2006-11-07,6B04,Daniel J. Ostergaard
2008-11-04,6B02,Mary Wright
2008-11-04,6B03,Julie S. Olson
2008-11-04,6B04,Kirsten Oldenburg
2010-11-02,6B02,Ivan Frishberg
2010-11-02,6B03,Norman Metzger
2010-11-02,6B04,Kirsten Oldenburg
2012-11-06,6B02,Ivan Frishberg
2012-11-06,6B03,Philip Peisch
2012-11-06,6B04,Kirsten Oldenburg
1979-11-06,6B05,David Schlein
1979-11-06,6B06,Peter Ames Eveleth
1979-11-06,6B07,No candidate
1981-11-03,6B05,David Schlein
1981-11-03,6B06,Peter Ames Eveleth
1981-11-03,6B07,Flossie A. Lee
1984-11-06,6B05,Flossie A. Lee
1984-11-06,6B06,Bob Loftus
1984-11-06,6B07,Allean Cole Brown
1986-11-04,6B05,Flossie A. Lee
1986-11-04,6B06,William H. Van Den Toom
1986-11-04,6B07,Allean Cole Brown
1988-11-08,6B05,Cecile S. Shure
1988-11-08,6B06,William H. Van Den Toom
1988-11-08,6B07,Allean Cole Brown
1990-11-06,6B05,Jonathan Jones
1990-11-06,6B06,Denis R. Zegar
1990-11-06,6B07,Allean Cole Brown
1992-11-03,6B05,Jamie Platt
1992-11-03,6B06,John A. Strylowski
1992-11-03,6B07,Craig Lisk
1994-11-08,6B05,Gerry Counihan
1994-11-08,6B06,David M. Buchanan
1994-11-08,6B07,Gail T. Moore
1996-11-05,6B05,Gerry Counihan
1996-11-05,6B06,Deborah Jane Lindeman
1996-11-05,6B07,Charles C. White
1998-11-03,6B05,Kenan Jarboe
1998-11-03,6B06,Deborah Jane Lindeman
1998-11-03,6B07,Jessica Cogan
2000-11-07,6B05,Ken Jarboe
2000-11-07,6B06,Ann Black
2000-11-07,6B07,Charles C. White
2002-11-05,6B05,Michael W. Simpson
2002-11-05,6B06,"Wilbert ""Will"" Hill"
2002-11-05,6B07,Daryl B. Snowden
2004-11-02,6B05,Kenan Jarboe
2004-11-02,6B06,"Wilbert ""Will"" Hill"
2004-11-02,6B07,Sandra Brown Thomas
2006-11-07,6B05,Kenan Jarboe
2006-11-07,6B06,"Wilbert ""Will"" Hill"
2006-11-07,6B07,No candidate
2008-11-04,6B05,Kenan Jarboe
2008-11-04,6B06,"Wilbert ""Will"" Hill"
2008-11-04,6B07,Carol J. Green
2010-11-02,6B05,Brian Pate
2010-11-02,6B06,Jared Critchfield
2010-11-02,6B07,Carol J. Green
2012-11-06,6B05,Brian Pate
2012-11-06,6B06,Nichole Opkins
2012-11-06,6B07,Sara Loveland
1979-11-06,6B08,No candidate
1979-11-06,6B09,No candidate
1979-11-06,6B10,James A. Campbell
1981-11-03,6B08,L. Leonard Hacker
1981-11-03,6B09,No candidate
1981-11-03,6B10,No candidate
1984-11-06,6B08,Evelyn B. Washington
1984-11-06,6B09,Jacqueline S. West
1984-11-06,6B10,"David Hall, Sr."
1986-11-04,6B08,Evelyn B. Washington
1986-11-04,6B09,Larry Penn
1986-11-04,6B10,Lynne D. Butler
1988-11-08,6B08,Evelyn B. Washington
1988-11-08,6B09,Jacqueline S. West
1988-11-08,6B10,Danny R. Collins
1990-11-06,6B08,Evelyn B. Washington
1990-11-06,6B09,"Wilbert ""Will"" Hill"
1990-11-06,6B10,Thelma R. Harvey
1992-11-03,6B08,"Wilbert ""Will"" Hill"
1992-11-03,6B09,Jackie West
1992-11-03,6B10,Albrette S. Ransom
1994-11-08,6B08,"Wilbert ""Will"" Hill"
1994-11-08,6B09,Deborah Jane Lindeman
1994-11-08,6B10,Albrette S. Ransom
1996-11-05,6B08,"Wilbert ""Will"" Hill"
1996-11-05,6B09,Deborah S. Bandzerwicz Albrette S. Ransom
1998-11-03,6B08,"Wilbert ""Will"" Hill"
1998-11-03,6B09,Kalimah Abdul-Sabur
1998-11-03,6B10,Stan Ray
2000-11-07,6B08,"Wilbert ""Will"" Hill"
2000-11-07,6B09,Kalimah Abdul-Sabur
2000-11-07,6B10,Kemi Muwwakkil
2002-11-05,6B08,Neil Glick
2002-11-05,6B09,Keith A. Smith
2002-11-05,6B10,Francis M. Campbell
2004-11-02,6B08,Neil Glick
2004-11-02,6B09,Antonette E. Russell
2004-11-02,6B10,Francis M. Campbell
2006-11-07,6B08,Neil Glick
2006-11-07,6B09,Antonette E. Russell
2006-11-07,6B10,Francis M. Campbell
2008-11-04,6B08,Neil Glick
2008-11-04,6B09,Michael O. Patterson
2008-11-04,6B10,Francis M. Campbell
2010-11-02,6B08,Neil Glick
2010-11-02,6B09,Brian Flahaven
2010-11-02,6B10,Francis M. Campbell
2012-11-06,6B08,Chander Jayaraman
2012-11-06,6B09,Brian Flahaven
2012-11-06,6B10,Francis M. Campbell
1979-11-06,6B11,Allean Cole Brown
1979-11-06,6B12,Juanita W. Thomas
1979-11-06,6B13,Martha E. Queen
1981-11-03,6B11,Allean Cole Brown
1981-11-03,6B12,Edward G. Grossman
1981-11-03,6B13,No candidate
1984-11-06,6B11,Darlene Tinsley McEwan
1984-11-06,6B12,Ann V. Rollins
1986-11-04,6B11,Darlene Tinsley McEwan
1986-11-04,6B12,Carolyn A. Bowling
1988-11-08,6B11,Darlene E. McEwan
1988-11-08,6B12,Carolyn A. Bowling
1990-11-06,6B11,Brenda Billups
1990-11-06,6B12,Gabriel Thy
1992-11-03,6B11,Allean Cole Brown
1992-11-03,6B12,Evelyn B.E. Washington
1992-11-03,6B13,Sonny Better
1994-11-08,6B11,Mary P. Thompson
1994-11-08,6B12,Dennis M. Dolinger
1994-11-08,6B13,Sonny Better
1996-11-05,6B11,Patrick Burns
1996-11-05,6B12,Dennis M. Dolinger
1996-11-05,6B13,Sonny Better
1998-11-03,6B11,Patrick Burns
1998-11-03,6B12,Dennis M. Dolinger
1998-11-03,6B13,Colleen Harris
2000-11-07,6B11,Neil Glick
2000-11-07,6B12,John Branscom
2000-11-07,6B13,Colleen Harris
2002-11-05,6B11,No candidate
2004-11-02,6B11,No candidate
2006-11-07,6B11,No candidate
2008-11-04,6B11,No candidate
2010-11-02,6B11,No candidate
1979-11-06,6B14,No candidate
1979-11-06,6B15,No candidate
1979-11-06,6B16,William Y. McFarland
1981-11-03,6B14,No candidate
1981-11-03,6B15,Joy Johnson Wilson
1981-11-03,6B16,William Y. McFarland
1979-11-06,6C01,No candidate
1979-11-06,6C02,No candidate
1979-11-06,6C03,No candidate
1981-11-03,6C01,Daduda M. Lawrence
1981-11-03,6C02,Joseph E. Johnson
1981-11-03,6C03,No candidate
1984-11-06,6C01,Elizabeth H. Travers
1984-11-06,6C02,Joseph E. Johnson
1984-11-06,6C03,No candidate
1986-11-04,6C01,Elizabeth H. Travers
1986-11-04,6C02,Frank W. Jackson
1986-11-04,6C03,Otis Williams
1988-11-08,6C01,Elizabeth H. Travers
1988-11-08,6C02,Joseph E. Johnson
1988-11-08,6C03,OtisWilliams
1990-11-06,6C01,"Julius Ware, II"
1990-11-06,6C02,Joseph E. Johnson
1990-11-06,6C03,Otis Williams
1992-11-03,6C01,No candidate
1992-11-03,6C02,D.C. Williamson
1992-11-03,6C03,Donna X. Crews
1994-11-08,6C01,No candidate
1994-11-08,6C02,D.C. Williamson
1994-11-08,6C03,Linda K. Hunter
1996-11-05,6C01,No candidate
1996-11-05,6C02,No candidate
1996-11-05,6C03,No candidate
1998-11-03,6C01,No candidate
1998-11-03,6C02,D.C. Williamson
1998-11-03,6C03,Linda K. Hunter
2000-11-07,6C01,No candidate
2000-11-07,6C02,D.C. Williamson
2000-11-07,6C03,No candidate
2002-11-05,6C01,Lawrence L. Thomas
2002-11-05,6C02,Mark A. Dixon
2002-11-05,6C03,April A. Hall
2004-11-02,6C01,Lawrence L. Thomas
2004-11-02,6C02,Mark A. Dixon
2004-11-02,6C03,Lena A. Brown
2006-11-07,6C01,Keith Silver
2006-11-07,6C02,Mark A. Dixon
2006-11-07,6C03,Lena A. Brown
2008-11-04,6C01,Keith Silver
2008-11-04,6C02,Mark A. Dixon
2008-11-04,6C03,Lena A. Brown
2010-11-02,6C01,Keith Silver
2010-11-02,6C02,Mark A. Dixon
2010-11-02,6C03,No candidate
2012-11-06,6C01,Daniele M. Schiffman
2012-11-06,6C02,Karen J. Wirt
2012-11-06,6C03,John Scott Price
1979-11-06,6C04,No candidate
1979-11-06,6C05,No candidate
1979-11-06,6C06,"Timothy J. Ferrall, Sr."
1981-11-03,6C04,No candidate
1981-11-03,6C05,Johnnie N. Ferguson
1981-11-03,6C06,"Timothy J. Ferrall, Sr."
1984-11-06,6C04,Juanita W. Jefferson
1984-11-06,6C05,Johnnie N. Ferguson
1984-11-06,6C06,Ernest Darling
1986-11-04,6C04,No candidate
1986-11-04,6C05,Johnnie N. Ferguson
1986-11-04,6C06,Ernest Darling
1988-11-08,6C04,Clifton D. Chambers
1988-11-08,6C05,Johnnie N. Ferguson
1988-11-08,6C06,Ernest Darling
1990-11-06,6C04,Donna X. Crews
1990-11-06,6C05,Robert Adams
1990-11-06,6C06,Ernest Darling
1992-11-03,6C04,"Timothy J. Ferrall, Sr."
1992-11-03,6C05,"Oliver ""OJ"" Johnson"
1992-11-03,6C06,Ernest Darling
1994-11-08,6C04,Larry B. Lambert
1994-11-08,6C05,"Oliver ""OJ"" Johnson"
1994-11-08,6C06,Ernest Darling
1996-11-05,6C04,No candidate
1996-11-05,6C05,"Oliver ""OJ"" Johnson"
1996-11-05,6C06,Ernest Darling
1998-11-03,6C04,"L. Yvonne (L.Y.) Moore Oliver ""OJ"" Johnson"
1998-11-03,6C05,Robert Adams
2000-11-07,6C04,No candidate
2000-11-07,6C05,"Oliver ""OJ"" Johnson"
2000-11-07,6C06,Linda Eckles
2002-11-05,6C04,"Daniel M. Pernell,III"
2002-11-05,6C05,Rob Hall
2002-11-05,6C06,Bob Morris
2004-11-02,6C04,"Daniel M. Pernell, III"
2004-11-02,6C05,Anthony Rivera
2004-11-02,6C06,Mike Sherman
2007-11-06,6C04,Anne M. Phelps
2007-11-06,6C05,Alan Kimber
2007-11-06,6C06,Terrence Heubert
2008-11-04,6C04,Anne M. Phelps
2008-11-04,6C05,Tony Richardson
2008-11-04,6C06,Tom Hamilton
2010-11-02,6C04,Anne M. Phelps
2010-11-02,6C05,Tony Richardson
2010-11-02,6C06,Tom Hamilton
2012-11-06,6C04,Mark Eckenwiler
2012-11-06,6C05,Mark Kazmierczak
2012-11-06,6C06,Tony T Goodman
1979-11-06,6C07,No candidate
1979-11-06,6C08,Ernest Darling
1979-11-06,6C09,Ron Moyer
1981-11-03,6C07,James A. Bennett
1981-11-03,6C08,Ernest Darling
1981-11-03,6C09,Ron Myer
1984-11-06,6C07,W. Cardell Shelton
1984-11-06,6C08,Frieda R. Murray
1984-11-06,6C09,Renay France
1986-11-04,6C07,W. Cardell Shelton
1986-11-04,6C08,Frieda R. Murray
1986-11-04,6C09,James A. Mobley
1988-11-08,6C07,Patricia Makin
1988-11-08,6C08,Frieda R. Murray
1988-11-08,6C09,James A. Mobley
1990-11-06,6C07,"Oliver ""OJ"" Johnson"
1990-11-06,6C08,Carolyn Johns Gray
1990-11-06,6C09,L. Yvonne (L.Y.) Moore
1992-11-03,6C07,James A. Mosley
1992-11-03,6C08,Anita M. Wilson
1992-11-03,6C09,Dorothy Mosley Martin
1994-11-08,6C07,James A. Mosley
1994-11-08,6C08,Anita M. Wilson
1994-11-08,6C09,Gladys R. Pearson
1996-11-05,6C07,Chidiadi Akoma
1996-11-05,6C08,Anita M. Wilson
1996-11-05,6C09,No candidate
1998-11-03,6C07,Ronald King
1998-11-03,6C08,Thomara B. Speight
1998-11-03,6C09,Drake M. Wilson
2000-11-07,6C07,Tammy Green
2000-11-07,6C08,No candidate
2000-11-07,6C09,Yavocka Young
2002-11-05,6C07,Bill Crews
2002-11-05,6C08,Karen Wirt
2002-11-05,6C09,Charles A. Docter
2004-11-02,6C07,Bill Crews
2004-11-02,6C08,Karen Wirt
2004-11-02,6C09,Charles A. Docter
2006-11-07,6C07,Ryan Velasco
2006-11-07,6C08,Karen Wirt
2006-11-07,6C09,Charley A. Docter
2008-11-04,6C07,Ryan Velasco
2008-11-04,6C08,Karen Wirt
2008-11-04,6C09,Charley A. Docter
2010-11-02,6C07,Bill Crews
2010-11-02,6C08,Karen Wirt
2010-11-02,6C09,Kevin Wilsey
1979-11-06,6C10,No candidate
1979-11-06,6C11,No candidate
1979-11-06,6C12,Evelyn H. Wagstaff
1981-11-03,6C10,No candidate
1981-11-03,6C11,No candidate
1981-11-03,6C12,Evelyn H. Wagstaff
1984-11-06,6C10,No candidate
1984-11-06,6C11,No candidate
1984-11-06,6C12,Joe Battle
1986-11-04,6C10,Ella L. Dickerson
1986-11-04,6C11,No candidate
1986-11-04,6C12,Jacqueline B. Shillings
1988-11-08,6C10,Ella L. Dickerson
1988-11-08,6C11,No candidate
1988-11-08,6C12,Jacqueline B. Shillings
1990-11-06,6C10,Luis Zapata
1990-11-06,6C11,No candidate
1990-11-06,6C12,Jacqueline B. Shillings
2002-11-05,6D01,Edward J. Johnson
2002-11-05,6D02,Charles W. Hargrave
2002-11-05,6D03,Mary C. Williams
2004-11-02,6D01,Max S. Skolnik
2004-11-02,6D02,David Sobelsohn
2004-11-02,6D03,Mary C. Williams
2006-11-07,6D01,Max S. Skolnik
2006-11-07,6D02,David Sobelsohn
2006-11-07,6D03,Mary C. Williams
2008-11-04,6D01,Jane Jorgensen
2008-11-04,6D02,David Sobelsohn
2008-11-04,6D03,Ron McBee
2010-11-02,6D01,Bob Craycraft
2010-11-02,6D02,Cara Lee Shockley
2010-11-02,6D03,Ron McBee
2012-11-06,6D01,Donna L Hopkins
2012-11-06,6D02,Ed Kaminski
2012-11-06,6D03,Ron McBee
2002-11-05,6D04,Andy Litsky
2002-11-05,6D05,Roger Moffatt
2002-11-05,6D06,Ahmed Assalaam
2004-11-02,6D04,Andy Litsky
2004-11-02,6D05,Roger Moffatt
2004-11-02,6D06,Ahmed Assalaam
2006-11-07,6D04,Andy Litsky
2006-11-07,6D05,Roger Moffatt
2006-11-07,6D06,Rhonda N. Hamilton
2008-11-04,6D04,Andy Litsky
2008-11-04,6D05,Roger Moffatt
2008-11-04,6D06,Rhonda N. Hamilton
2010-11-02,6D04,Andy Litsky
2010-11-02,6D05,Roger Moffatt
2010-11-02,6D06,Rhonda Hamilton
2012-11-06,6D04,Andy Litsky
2012-11-06,6D05,Roger Moffatt
2012-11-06,6D06,Rhonda N. Hamilton
2002-11-05,6D07,Robert (Bob) Siegel
2004-11-02,6D07,Robert (Bob) Siegel
2006-11-07,6D07,Robert (Bob) Siegel
2008-11-04,6D07,Robert (Bob) Siegel
2010-11-02,6D07,David Garber
2012-11-06,6D07,David Garber
2012-11-06,6E01,"Alexander ""Alex"" Padro"
2012-11-06,6E02,Kevin L. Chapple
2012-11-06,6E03,Frank S. Wiggins
2012-11-06,6E04,Rachelle P. Nigro
2012-11-06,6E05,Marge Maceda
2012-11-06,6E06,Mark Dixon
2012-11-06,6E07,Alfreda S. Judd
1979-11-06,7A01,No candidate
1979-11-06,7A02,No candidate
1981-11-03,7A01,Kimi Gray
1981-11-03,7A02,Regina T. Rutledge
1984-11-06,7A01,No candidate
1984-11-06,7A02,Herman B. Greene
1986-11-04,7A01,No candidate
1986-11-04,7A02,Herman B. Greene
1988-11-08,7A01,Kimi O. Gray
1988-11-08,7A02,Herman B. Greene
1990-11-06,7A01,Kimi O. Gray
1990-11-06,7A02,Herman B. Greene
1992-11-03,7A01,Constance Thompson
1992-11-03,7A02,Yvonne M. Rice
1994-11-08,7A01,Rodney H. Stewart
1994-11-08,7A02,Karen M. Settles
1996-11-05,7A01,Rodney H. Stewart
1996-11-05,7A02,Karen M. Settles
1998-11-03,7A01,Constance M. Thompson
1998-11-03,7A02,Karen M. Settles
2000-11-07,7A01,Constance M. Thompson
2000-11-07,7A02,Karen M. Settles
2002-11-05,7A01,Sheila M. Carson-Carr
2002-11-05,7A02,Angela Thompson-Murphy
2004-11-02,7A01,Sheila M. Carson-Carr
2004-11-02,7A02,Angela Thompson-Murphy
2006-11-07,7A01,Sheila M. Carson-Carr
2006-11-07,7A02,Deborah Evans-Baliey
2008-11-04,7A01,Sheila M. Carson-Carr
2008-11-04,7A02,No candidate
2010-11-02,7A01,Sheila M. Carson-Carr
2010-11-02,7A02,Eboni Rose Thompson
1979-11-06,7A03,No candidate
1979-11-06,7A04,No candidate
1979-11-06,7A05,No candidate
1981-11-03,7A03,Barbara A. Brown
1981-11-03,7A04,No candidate
1981-11-03,7A05,John D. McGee
1984-11-06,7A03,Barbara A. Brown
1984-11-06,7A04,Patricia Brown
1984-11-06,7A05,Charles T. Gober
1986-11-04,7A03,Barbara A. Brown
1986-11-04,7A04,No candidate
1986-11-04,7A05,Harold L. Whitten
1988-11-08,7A03,Rita A. Jackson
1988-11-08,7A04,Patricia Brown
1988-11-08,7A05,George Gurley
1990-11-06,7A03,Rita A. Jackson
1990-11-06,7A04,Roberta Jones
1990-11-06,7A05,George Gurley
1992-11-03,7A03,Cora Moorhead
1992-11-03,7A04,Martharene S. Smarr
1992-11-03,7A05,Sheila M. Carson-Carr
1994-11-08,7A03,Janice Anita Vailes
1994-11-08,7A04,Martharene S. Smarr
1994-11-08,7A05,Sheila M. Carson-Carr
1996-11-05,7A03,No candidate
1996-11-05,7A04,Angela Thompson-Murphy
1996-11-05,7A05,Sheila M. Carson-Carr
1998-11-03,7A03,Janice Anita Vailes
1998-11-03,7A04,Angela Thompson-Murphy
1998-11-03,7A05,Sheila M. Carson-Carr
2000-11-07,7A03,Janice Anita Vailes
2000-11-07,7A04,Angela Thompson-Murphy
2000-11-07,7A05,Sheila M. Carson-Carr
2002-11-05,7A03,Rodney Newman
2002-11-05,7A04,Charlene P. Exum
2002-11-05,7A05,Karen M. Settles
2004-11-02,7A03,Pride J. Hiett
2004-11-02,7A04,Charlene P. Exum
2004-11-02,7A05,Karen M. Settles
2006-11-07,7A03,Pride J. Hiett
2006-11-07,7A04,Charlene P. Exum
2006-11-07,7A05,Karen M. Settles
2008-11-04,7A03,Pride J. Hiett
2008-11-04,7A04,Charlene P. Exum
2008-11-04,7A05,Karen M. Settles
2010-11-02,7A03,Shahidah N. Hamlett
2010-11-02,7A04,Latese Q. M. Gilbert
2010-11-02,7A05,Martha Kent
1979-11-06,7A06,No candidate
1979-11-06,7A07,No candidate
1979-11-06,7B01,Barbara Hogan
1981-11-03,7A06,Charles T. Gober
1981-11-03,7A07,No candidate
1981-11-03,7B01,No candidate
1984-11-06,7A06,No candidate
1984-11-06,7A07,No candidate
1984-11-06,7B01,"James Baylor Sutton, Jr."
1986-11-04,7A06,No candidate
1986-11-04,7A07,No candidate
1986-11-04,7B01,"James Baylor Sutton, Jr."
1988-11-08,7A06,No candidate
1988-11-08,7A07,No candidate
1988-11-08,7B01,Keith Andrew Perry
1990-11-06,7A06,No candidate
1990-11-06,7A07,No candidate
1990-11-06,7B01,"John E. McClain, Jr."
1992-11-03,7A06,"Julius Ware, II"
1992-11-03,7A07,Elaine C. Mosby
1992-11-03,7B01,Cecil E. Rucker
1994-11-08,7A06,"Julius Ware, II"
1994-11-08,7A07,Elaine C. Mosby
1994-11-08,7B01,Cecil E. Rucker
1996-11-05,7A06,Patricia Staten
1996-11-05,7A07,No candidate
1996-11-05,7B01,Cecil E. Rucker
1998-11-03,7A06,Eddie Rhodes
1998-11-03,7A07,No candidate
1998-11-03,7B01,Denise L. Reed
2000-11-07,7A06,No candidate
2000-11-07,7A07,Rodney Newman
2000-11-07,7B01,No candidate
2002-11-05,7A06,No candidate
2002-11-05,7A07,Dolly A. Davis
2002-11-05,7B01,Linda S. Eckles
2004-11-02,7A06,Edward Rhodes
2004-11-02,7A07,Dolly A. Davis
2004-11-02,7B01,Linda S. Eckles
2006-11-07,7A06,Jamal Turner
2006-11-07,7A07,Villareal Johnson
2006-11-07,7B01,Linda S. Eckles
2008-11-04,7A06,Eddie Rhodes
2008-11-04,7A07,No candidate
2008-11-04,7B01,No candidate
